SMMA_Identifier,SMMA_Only_For_Map,BPS_School_Name,BPS_Historical_Name,SMMA_Abbreviated_Name,BPS_Address,BRA_Neighborhood,SMMA_latitude,SMMA_longitude,SMMA_Typology,SMMA_Educational_Program,BPS_Grades_Offered,BPS_Property_Status,BPS_Total_GSF,BPS_GSF,SMMA_Site_SF,SMMA_Site_Acres,BPS_Year_Founded ,BPS_Year_Built,MSBA_Year_Reno,SMMA_Era,BPS_Plans,BPS_Principal,BPS_Open,BPS_Close,DOE_ID,DOE_Total,DOE_PK,DOE_K,DOE_1,DOE_2,DOE_3,DOE_4,DOE_5,DOE_6,DOE_7,DOE_8,DOE_9,DOE_10,DOE_11,DOE_12,DOE_SP,GSF / Student Value,BPS_KWH, BPS_Electric_Bill ,BPS_Therms, BPS_Gas_Bill ,BPS_Water_ft_cubic, BPS_Water_Bill , BPS_Total_Energy_Cost ,Climate_Priority,Climate_Risk,SMMA_FA_Visit_Date,SMMA_FA_Status,SMMA_FA_School_Enrollment,SMMA_FA_Enrollment_Building,SMMA_FA_Major_Investments,SMMA_FA_Existing_PV,SMMA_FA_space_Solar,SMMA_FA_Roof_Membrane,SMMA_FA_Facade,SMMA_FA_Windows,SMMA_FA_Boilers,SMMA_FA_Heating_Distribution_Systems,SMMA_FA_Ventilation_Distribution_Systems,SMMA_FA_Electrical_Service,SMMA_FA_Means_Egress,SMMA_FA_FP_Sprinklers,SMMA_FA_Life_Safety,SMMA_FA_Security_Entry,SMMA_FA_Lighting_Quantity_Control,SMMA_FA_Toilets_Fixtures,SMMA_FA_Plumbing_Distribution_Systems,SMMA_FA_Accessibility,SMMA_FA_Deterioration_Roof,SMMA_FA_Deterioration_Floor,SMMA_FA_Deterioration_Walls_Columns,SMMA_FA_Deterioration_Foundations,SMMA_FA_Deterioration_Facade,SMMA_FA_lateral_system_identifiable,SMMA_FA_Overall_Building_Condition,SMMA_FA_MHC_Inventory,SMMA_FA_MHC_Register,SMMA_FA_Emergency_Shelter,SMMA_FA_Community_Use_spaces,SMMA_FA_Overall_Community_Building,SMMA_FA_Building_suitability_school,SMMA_FA_susceptible_climate_change_now,SMMA_FA_susceptible_climate_change_2100,SMMA_FA_site_major_investments_10__years,SMMA_FA_building_expandable_current_site,SMMA_FA_Parking_Quality,SMMA_FA_Neighborhood_Streets,SMMA_FA_DropOff_PickUp,SMMA_FA_Walkways_Curbs_Sidewalks,SMMA_FA_MAABADA_Accessibility,SMMA_FA_Site_Lighting,SMMA_FA_Fencing,SMMA_FA_Drainage,SMMA_FA_Play_Areas,SMMA_FA_Walls_Slopes,SMMA_FA_Overall_Site_Condition,SMMA_FA_MHC_Archaeological_Assets,SMMA_FA_Mass_Transit,SMMA_FA_Bikable,SMMA_FA_Walkable,SMMA_FA_Overall_Community_Site,SMMA_FA_Site_suitability_school,Visit_Date_Date,SMMA_ES_Status,SMMA_EA_Building_originally_designed,SMMA_EA_grade_configuration_best_suited_PreK_to_1,SMMA_EA_grade_configuration_best_suited_PreK_to_3,SMMA_EA_grade_configuration_best_suited_PreK_to_5,SMMA_EA_grade_configuration_best_suited_PreK_to_6,SMMA_EA_grade_configuration_best_suited_4_to_6,SMMA_EA_grade_configuration_best_suited_6_to_8,SMMA_EA_grade_configuration_best_suited_7_to_8,SMMA_EA_grade_configuration_best_suited_6_to_12,SMMA_EA_grade_configuration_best_suited_7_to_12,SMMA_EA_grade_configuration_best_suited_9_to_12,SMMA_EA_Building_Ventilation,SMMA_EA_Building_Natural_Daylighting,SMMA_EA_Building_Lighting_Quality_Quantity,SMMA_EA_Building_Air_Quality,SMMA_EA_Building_Acoustical,SMMA_EA_Building_Technology:_Power,SMMA_EA_Building_Technology_Wireless,SMMA_EA_Building_Technology_Interactive,SMMA_EA_Building_Furniture,SMMA_EA_Building_Finishes,SMMA_EA_Building_Environment_inviting_stimulating_comfortable,SMMA_EA_Building_Adjacencies_Learning_Environments,SMMA_EA_Building_Outdoor_Classrooms,SMMA_EA_Overall_EFE_learning_environments,SMMA_EA_site_includes_Playgrounds,SMMA_EA_site_includes_Accessible,SMMA_EA_site_includes_PlayFields,SMMA_EA_change_typology_easily,SMMA_EA_transformed_educationally,SMMA_EA_swing_space,SMMA_EA_85%_to_115%_utilization,SMMA_EA_Educational_Program,SMMA_EA_EFE_S_Overall_all,SMMA_EA_ES_Adequacy_PreK,SMMA_EA_ES_Adequacy_Kindergarten,SMMA_EA_ES_Adequacy_Classroom,SMMA_EA_ES_Adequacy_SPED_SS,SMMA_EA_ES_Adequacy_SPED_Resource,SMMA_EA_ES_Adequacy_Art,SMMA_EA_ES_Adequacy_Music,SMMA_EA_ES_Adequacy_Gymnasium,SMMA_EA_ES_Adequacy_Media_Center,SMMA_EA_ES_Adequacy_Cafeteria,SMMA_EA_ES_Adequacy_Stage,SMMA_EA_ES_Adequacy_Medical,SMMA_EA_ES_Adequacy_Administration,SMMA_EA_ES_Adequacy_Custodial,SMMA_EA_ES_Adequacy_Network,SMMA_EA_ES_Adequacy_Other_1,SMMA_EA_ES_Adequacy_Other_2,SMMA_EA_ES_Adequacy_Other_3,SMMA_EA_ES_Overall_EFE_spaces,SMMA_EA_MS_Adequacy_Classroom,SMMA_EA_MS_Adequacy_Science,SMMA_EA_MS_Adequacy_SPED_SS,SMMA_EA_MS_Adequacy_SPED_Resource,SMMA_EA_MS_Adequacy_Art,SMMA_EA_MS_Adequacy_Music,SMMA_EA_MS_Adequacy_Vocations,SMMA_EA_MS_Adequacy_Gymnasium,SMMA_EA_MS_Adequacy_Media_Center,SMMA_EA_MS_Adequacy_Cafeteria,SMMA_EA_MS_Adequacy_Stage,SMMA_EA_MS_Adequacy_Medical,SMMA_EA_MS_Adequacy_Administration,SMMA_EA_MS_Adequacy_Custodial,SMMA_EA_MS_Adequacy_Network,SMMA_EA_MS_Adequacy_Other_1,SMMA_EA_MS_Adequacy_Other_2,SMMA_EA_MS_Adequacy_Other_3,SMMA_EA_MS_Overall_EFE_spaces,SMMA_EA_HS712_Adequacy_Classroom,SMMA_EA_HS712_Adequacy_TeacherPlanning,SMMA_EA_HS712_Adequacy_Small_Group,SMMA_EA_HS712_Adequacy_Science,SMMA_EA_HS712_Adequacy_SPED_SS,SMMA_EA_HS712_Adequacy_SPED_Resource,SMMA_EA_HS712_Adequacy_Art,SMMA_EA_HS712_Adequacy_Music,SMMA_EA_HS712_Adequacy_Vocations,SMMA_EA_HS712_Adequacy_Gymnasium,SMMA_EA_HS712_Adequacy_GynasiumAlternatives,SMMA_EA_HS712_Adequacy_Media_Center,SMMA_EA_HS712_Adequacy_Cafeteria,SMMA_EA_HS712_Adequacy_Auditorium,SMMA_EA_HS712_Adequacy_Stage,SMMA_EA_HS712_Adequacy_Medical,SMMA_EA_HS712_Adequacy_Administration,SMMA_EA_HS712_Adequacy_Custodial,SMMA_EA_HS712_Adequacy_Network,SMMA_EA_HS712_Adequacy_Other_1,SMMA_EA_HS712_Adequacy_Other_2,SMMA_EA_HS712_Adequacy_Other_3,SMMA_EA_HS712_Overall_EFE_spaces,SMMA_EA_HS912_Adequacy_Classroom,SMMA_EA_HS912_Adequacy_TeacherPlanning,SMMA_EA_HS912_Adequacy_Small_Group,SMMA_EA_HS912_Adequacy_Science,SMMA_EA_HS912_Adequacy_SPED_SS,SMMA_EA_HS912_Adequacy_SPED_Resource,SMMA_EA_HS912_Adequacy_Art,SMMA_EA_HS912_Adequacy_Music,SMMA_EA_HS912_Adequacy_Vocations,SMMA_EA_HS912_Adequacy_Gymnasium,SMMA_EA_HS912_Adequacy_GynasiumAlternatives,SMMA_EA_HS912_Adequacy_Media_Center,SMMA_EA_HS912_Adequacy_Cafeteria,SMMA_EA_HS912_Adequacy_Auditorium,SMMA_EA_HS912_Adequacy_Stage,SMMA_EA_HS912_Adequacy_Medical,SMMA_EA_HS912_Adequacy_Administration,SMMA_EA_HS912_Adequacy_Custodial,SMMA_EA_HS912_Adequacy_Network,SMMA_EA_HS912_Adequacy_Other_1,SMMA_EA_HS912_Adequacy_Other_2,SMMA_EA_HS912_Adequacy_Other_3,SMMA_EA_HS912_Overall_EFE_spaces,SMMA_EA_K8_Adequacy_Pre-K,SMMA_EA_K8_Adequacy_Kindergarten,SMMA_EA_K8_Adequacy_Classroom_Grades_1-5,SMMA_EA_K8_Adequacy_Classroom_Grades_6-8,SMMA_EA_K8_Adequacy_Science,SMMA_EA_K8_Adequacy_SPED_SS,SMMA_EA_K8_Adequacy_Small_Group,SMMA_EA_K8_Adequacy_Art_Grades_1-5,SMMA_EA_K8_Adequacy_Art_Grades_6-8,SMMA_EA_K8_Adequacy_Music,SMMA_EA_K8_Adequacy_Vocations,SMMA_EA_K8_Adequacy_Gymnasium,SMMA_EA_K8_Adequacy_Media_Center,SMMA_EA_K8_Adequacy_Cafeteria,SMMA_EA_K8_Adequacy_Stage,SMMA_EA_K8_Adequacy_Medical,SMMA_EA_K8_Adequacy_Administration,SMMA_EA_K8_Adequacy_Custodial,SMMA_EA_K8_Adequacy_Network,SMMA_EA_K8_Adequacy_Other_1,SMMA_EA_K8_Adequacy_Other_2,SMMA_EA_K8_Adequacy_Other_3,SMMA_EA_K8_Overall_EFE_spaces
042,,Boston Day & Evening Academy,Wheatley,Day & Evening,"20 Kearsarge Avenue, Roxbury 02119",Roxbury,42.3269068,-71.0817247,Special,High Schools: 9 to 12,9-12,Owned,55351,55351,83508,1.91707989,1929,1995,N/A,1985-Present,"CAD plans, site plans",Beatriz Zapater,,,350085,400,,,,,,,,,,,22,65,90,223,,225,203360," $34,153.00 ",18146," $27,214.00 ",25950," $3,088.00 "," $64,455.00 ",M,3 - SLR,05/16/2016,Phase 3,400,400,No,No,Yes,Minor,Adequate,Replace,Adequate,Minor,Minor,Adequate,Adequate,Not Present,Adequate,Minor,Adequate,Adequate,Minor,Adequate,Not Observed,Not Observed,Not Observed,Not Observed,Yes,Yes,Good,Not Listed,Not Listed,No,No,Poor,Yes,No,No,No,Yes,Minor,Adequate,Not Present,Adequate,Moderate,Adequate,Moderate,Minor,Not Present,Minor,Good,Not Researched,Yes,Yes,Yes,Good,Yes,5/16/16,Phase 3,Junior High School,,,,,,,,6 to 12,7 to 12,9 to 12,Poor,Poor,Fair,Poor,Poor,Fair,Good,Fair,Fair,Fair,Poor,Poor,Good,Poor,No,Yes,No,No,Yes,No,Yes,High Schools: 9 to 12,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Fair,Poor,Fair,Fair,Poor,Poor,Poor,Poor,Poor,Deficient,Excellent,Fair,Poor,Poor,Excellent,,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,
045B,,Boston Green Academy*,Taft,Boston Green*,"20 Warren Street Brighton, MA 02135",Allston,42.3503536,-71.1455821,High School,High Schools: 7 to 12,6-12,Owned,113199,113199,83088,1.907438017,,1895,N/A,-1899,"Program plans, MSBA space comparison plans, CAD plans, site plans",Matthew Holzer,"8:00 AM M-Th7:30 AM Fri","3:00 PM M-Th12:00 PM Fri",4110305,437,,,,,,,,68,74,,68,72,78,77,,225,343410," $49,657.00 ",51459," $57,978.00 ",163110," $20,763.00 "," $128,398.00 ",,,01/25/2016,Phase 2,437,674,Yes,No,Yes,Minor,Adequate,Minor,Moderate,Moderate,Not Present,Adequate,Minor,Not Present,Adequate,Moderate,Minor,Adequate,Adequate,Moderate,Not Observed,Yes,Not Observed,Not Observed,Not Observed,Yes,Good,Listed,Not Listed,No,No,Poor,Yes,No,No,No,No,Adequate,Adequate,Minor,Minor,Moderate,Moderate,Adequate,Adequate,Moderate,Moderate,Good,Not Researched,Yes,Yes,Yes,Good,Yes,4/14/16,Phase 2,High School,,,,,,,,,7 to 12,9 to 12,Poor,Good,Fair,Fair,Poor,Poor,Good,Poor,Poor,Poor,Poor,Poor,Fair,Fair,No,No,No,No,No,Yes,Yes,High Schools: 7 to 12,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Deficient,Deficient,Fair,Fair,Deficient,Deficient,Deficient,Deficient,Deficient,Deficient,Poor,Excellent,Excellent,Fair,Fair,Poor,,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004A,,Boston International Newcomers Academy,Thompson,BINCA*,"100 Maxwell St Dorchester, MA 02124",Dorchester,42.281211,-71.0808629,High School,High Schools: 9 to 12,9-12,Owned,103272,103272,78019,1.791069789,"2003, 2009",1922,N/A,1900-1939,"CAD plans, site plans",Nicole Bahnam,8:00:00 AM,2:30:00 PM,350507,375,0,0,0,0,0,0,0,0,0,0,160,80,65,70,0,225,250144," $35,951.00 ",26121," $36,426.00 ",43700," $5,374.00 "," $77,751.00 ",M,3 - SLR,05/13/2016,Phase 3,375,375,No,No,Yes,Moderate,Adequate,Moderate,Moderate,Replace,Replace,Minor,Moderate,Not Present,Adequate,Minor,Replace,Moderate,Replace,Not Present,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Yes,Fair,Not Listed,Not Listed,No,Yes,Poor,Yes,No,No,No,Yes,Moderate,Minor,Not Present,Replace,Not Present,Not Present,Moderate,Moderate,Not Present,Minor,Poor,Not Researched,Yes,Yes,Yes,Poor,No,5/13/16,Phase 3,Elementary School,,,,,,,,,7 to 12,9 to 12,Poor,Fair,Poor,Poor,Poor,Poor,Excellent,Poor,Fair,Good,Fair,Poor,Deficient,Poor,No,No,No,Yes,Yes,Yes,Yes,High Schools: 9 to 12,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Poor,Poor,Poor,Deficient,Deficient,Deficient,Deficient,Poor,Poor,Deficient,Deficient,Excellent,Deficient,Deficient,Poor,Poor,,,Fair,Poor,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,
049,,Boston Latin Academy,Boston Technical High School,BLA,"205 Townsend St Dorchester, MA 02121",Roxbury,42.316207,-71.0845329,High School,High Schools: 7 to 12,7-12,Owned,324188,224188,211748,4.861065197,1926,1926,2000,1900-1939,"CAD plans, site plans",Emilia Pastor,7:20:00 AM,1:40:00 PM,350545,1718,0,0,0,0,0,0,0,0,279,267,315,316,280,261,0,161,1080876," $149,373.00 ",87133," $112,539.00 ",351300," $46,563.00 "," $308,475.00 ",,,06/14/2016,Phase 3,1718,1718,Yes,Yes,Yes,Adequate,Adequate,Minor,Minor,Moderate,Moderate,Minor,Adequate,Replace,Minor,Minor,Minor,Moderate,Moderate,Adequate,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Yes,Good,Listed,Not Listed,Yes,Yes,Good,Yes,No,No,No,Yes,Moderate,Minor,Minor,Moderate,Not Present,Minor,Moderate,Moderate,Not Present,Minor,Fair,Not Researched,Yes,Yes,Yes,Fair,Yes,6/14/16,Phase 3,High School,,,,,,,,,,9 to 12,Deficient,Good,Good,Deficient,Poor,Poor,Poor,Poor,Poor,Fair,Fair,Good,Fair,Poor,No,No,No,Yes,Yes,Yes,Yes,High Schools: 7 to 12,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Deficient,Poor ,Poor,Poor,Excellent,Good,Poor,Poor,Poor,Deficient,Poor,Excellent,Poor,Good,Excellent,Excellent,,,Poor,Poor,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Boston Latin School,Boston Latin School,BLS,"78 Louis Pasteur Avenue Boston, MA 02115",Longwood Medical Area,42.3379623,-71.1013227,High School,High Schools: 7 to 12,7-12,Owned,336378,336378,260579,5.982070707,1922,1922,2001,1900-1939,"Program plans, MSBA space comparison plans, CAD plans, site plans",Lynne Mooney Teta,7:45:00 AM,2:15:00 PM,350560,2439,0,0,0,0,0,0,0,0,391,400,420,429,388,411,0,156,1518864," $224,542.00 ",144261," $181,411.00 ",286465," $38,283.00 "," $444,236.00 ",M,3 - SLR,01/25/2016,Phase 2,2439,2439,Yes,No,Yes,Minor,Minor,Minor,Replace,Minor,Moderate,Adequate,Minor,Adequate,Adequate,Minor,Minor,Minor,Adequate,Minor,Not Observed,Yes,Yes,Not Observed,Yes,Yes,Good,Listed,Not Listed,Yes,No,Poor,Yes,No,Yes,Yes,No,Adequate,Adequate,Moderate,Minor,Adequate,Moderate,Minor,Minor,Adequate,Not Present,Good,Not Researched,Yes,No,No,Good,Yes,3/11/16,Phase 2,High School,,,,,,,,,7 to 12,9 to 12,Poor,Good,Good,Poor,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Deficient,Fair,No,No,Yes,Yes,Yes,Yes,Yes,High Schools: 7 to 12,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,Poor,Good,Poor,Deficient,Good,Good,Excellent,Poor,Excellent,Poor,Poor,Poor,Good,Poor,Excellent,Excellent,,,Good,,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059,,Boston Teachers Union K-8 School,BTU K-8,BTU,"25 Walk Hill St Jamaica Plain, MA 02130",Jamaica Plain,42.294662,-71.116,K-8,Elementary: Pre-K to 8,K0-8,Owned,39586,39586,40219,0.923301194,1899,1889,N/A,-1899,"CAD plans, site plans",Lindsay Chaves,8:30:00 AM,3:00:00 PM,350012,326,22,25,23,29,31,33,27,53,29,54,0,0,0,0,0,247,145560," $24,218.00 ",27613," $31,297.00 ",44430," $6,202.00 "," $61,717.00 ",M,3 - SLR,05/26/2016,Phase 3,326,326,No,No,Yes,Adequate,Adequate,Adequate,Moderate,Minor,Moderate,Adequate,Adequate,Adequate,Adequate,Minor,Adequate,Minor,Minor,Adequate,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Yes,Good,Not Listed,Not Listed,No,Yes,Good,Yes,No,No,Yes,No,Not Present,Minor,Moderate,Replace,Minor,Not Present,Adequate,Moderate,Replace,Moderate,Fair,Not Researched,Yes,Yes,Yes,Fair,No,5/26/16,Phase 3,Elementary School,Pre-K to 1,Pre-K to 3,Pre-K to 5,Pre-K to 6,,,,,,,Deficient,Fair,Good,Deficient,Fair,Fair,Fair,Good,Good,Poor,Poor,Fair,Fair,Fair,Yes,Yes,No,No,No,Yes,Yes,Elementary: Pre-K to 8,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Poor,Poor,Poor,Poor,Deficient,Poor,Deficient,Poor,Fair,Deficient,Deficient,Poor,Poor,Poor,Poor,,,,,,Poor
009,,"Bradley, Manassah E. Elementary",Bradley,Bradley,"110 Beachview Rd East Boston, MA 02128",East Boston,42.3916287,-71.0050532,Elementary School,Elementary: Pre-K to 6,K0-5,Owned,33128,33128,69281,1.590472911,1958,1958,N/A,1940-1959,"Program plans, MSBA space comparison plans, CAD plans, site plans",Linda Manzo,9:30:00 AM,3:30:00 PM,350215,309,44,35,45,47,39,57,42,0,0,0,0,0,0,0,0,180,120880," $17,820.00 ",11698," $13,768.00 ",39850," $4,889.00 "," $36,477.00 ",,,01/19/2016,Phase 2,309,309,Yes,No,Yes,Adequate,Minor,Replace,Adequate,Minor,Not Present,Minor,Minor,Not Present,Replace,Minor,Minor,Moderate,Adequate,Not Present,Not Observed,Not Observed,Yes,Not Observed,Yes,No,Fair,Not Listed,Not Listed,No,No,Poor,Yes,No,No,No,No,Not Present,Minor,Replace,Moderate,Not Present,Moderate,Minor,Adequate,Adequate,Moderate,Fair,Not Researched,Yes,No,Yes,Fair,No,2/22/16,Phase 2,Elementary School,Pre-K to 1,Pre-K to 3,Pre-K to 5,,,,,,,,Poor,Poor,Good,Poor,Poor,Fair,Poor,Poor,Fair,Poor,Poor,Poor,Good,Poor,Yes,No,No,No,No,Yes,Yes,Elementary: Pre-K to 6,Poor,Poor,Poor,Fair,Poor,Poor,Deficient,Deficient,Deficient,Poor,Poor,Deficient,Poor,Poor,Poor,Deficient,Poor,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060,,Brighton High,Brighton High,Brighton,"25 Warren St Brighton, MA 02135",Brighton,42.34901,-71.1454665,High School,High Schools: 9 to 12,9-12,Owned,216213,216213,290048,6.658585859,1930,1930,1997,1900-1939,"CAD plans, site plans",Patrick Tutwiler,7:30:00 AM,1:55:00 PM,350505,931,0,0,0,0,0,0,0,0,0,0,219,242,214,247,9,200,681868," $103,151.00 ",54654," $70,999.00 ",227450," $29,457.00 "," $203,607.00 ",,,04/27/2016,Phase 3,931,931,Yes,No,Yes,Minor,Adequate,Minor,Minor,Moderate,Moderate,Minor,Adequate,Not Present,Minor,Moderate,Minor,Replace,Replace,Minor,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Yes,Fair,Listed,Not Listed,Yes,No,Fair,Yes,No,No,No,No,Minor,Minor,Moderate,Moderate,Moderate,Moderate,Replace,Minor,Not Present,Moderate,Fair,Not Researched,Yes,Yes,Yes,Fair,No,4/27/16,Phase 3,High School,,,,,,,,,7 to 12,9 to 12,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Fair,Deficient,Poor,No,No,No,No,Yes,Yes,Yes,High Schools: 9 to 12,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,Deficient,Good,Poor,Deficient,Deficient,Deficient,Deficient,Fair,Poor,Deficient,Deficient,Poor,Poor,Poor,Poor,Poor,Poor,Poor,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,
106,,"Burke, Jeremiah E. High*",Burke High,Burke,"60 Washington St Dorchester, MA 02121",Dorchester,42.3071524,-71.081162,High School,High Schools: 9 to 12,9-12,Owned,202304,123099.72,119598,0.850528007,1934,1934,2008,1900-1939,"Program plans, MSBA space comparison plans, CAD plans, site plans",Lindsa McIntyre,7:25:00 AM,2:20:00 PM,350525,532,0,0,0,0,0,0,0,0,0,0,132,128,121,150,1,225,1322520," $228,356.00 ",95716," $84,952.00 ",93007," $12,954.00 "," $326,262.00 ",,,08/05/2015,Phase 1,532,794,Yes,No,Yes,Adequate,Adequate,Replace,Minor,Replace,Replace,Adequate,Minor,Moderate,Adequate,Moderate,Minor,Moderate,Moderate,Minor,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,No,Fair,Listed,Not Listed,No,Yes,Good,Yes,No,No,No,No,Adequate,Minor,Minor,Adequate,Moderate,Adequate,Minor,Adequate,Not Present,Adequate,Good,Not Researched,Yes,Yes,Yes,Good,Yes,8/5/15,Phase 1,High School,,,,,,,,,,9 to 12,Poor,Fair,Fair,Poor,Poor,Poor,Poor,Poor,Fair,Poor,Fair,Poor,Deficient,Poor,No,No,No,Yes,Yes,Yes,Yes,High Schools: 9 to 12,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,Good,Deficient,Poor,Poor,Deficient,Poor,Poor,Poor,Poor,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Excellent,Excellent,Good,Fair,Fair,Fair,Fair,,,,,,,,,,,,,,,,,,,,,,,
080,,Carter Development Center,Carter School,Carter,"396 Northampton St Boston, MA 02118",Roxbury,42.3404636,-71.0830734,Special,High Schools: 7 to 12,6-12,Owned,13583,13583,72143,1.65617539,1971,1971,N/A,1960-1984,"CAD plans, site plans",Marianne Kopaczynski,9:30:00 AM,3:30:00 PM,350036,28,0,0,0,0,0,0,0,1,0,1,6,3,3,6,8,225,325320," $56,532.00 ",0, $-   ,60820," $4,360.00 "," $60,892.00 ",,,05/19/2016,Phase 3,28,28,Yes,No,Yes,Minor,Moderate,Replace,Not Present,Minor,Adequate,Adequate,Adequate,Not Present,Moderate,Adequate,Minor,Moderate,Adequate,Adequate,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Yes,Good,Not Listed,Not Listed,No,No,Deficient,Yes,No,Yes,Yes,No,Adequate,Adequate,Adequate,Adequate,Adequate,Minor,Minor,Moderate,Adequate,Not Present,Good,Not Researched,Yes,Yes,Yes,Good,No,5/19/16,Phase 3,Elementary School,,,,,,,,6 to 12,7 to 12,9 to 12,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Fair,Good,Good,Excellent,Good,No,Yes,Yes,No,Yes,No,Yes,High Schools: 7 to 12,Deficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,Deficient,Deficient,Deficient,Poor,Poor,Deficient,Deficient,Deficient,Poor,Deficient,Deficient,Deficient,Deficient,Poor,Poor,Poor,,,Poor,,,Deficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076,,"Channing, William E. Elementary",Channing Elementary,Channing,"35 Sunnyside St Hyde Park, MA 02136",Hyde Park,42.251551,-71.133338,Elementary School,Elementary: Pre-K to 6,K1-5,Owned,32582,32582,49940,1.146464646,1928,1928,N/A,1900-1939,"CAD plans, site plans",Carline Pignato,8:30:00 AM,3:00:00 PM,350360,292,28,43,44,44,48,49,36,0,0,0,0,0,0,0,0,180,87152," $13,285.00 ",14269," $10,694.00 ",39730," $4,885.00 "," $28,864.00 ",,,05/24/2016,Phase 3,292,292,Yes,No,Yes,Adequate,Adequate,Minor,Minor,Moderate,Moderate,Minor,Minor,Not Present,Minor,Moderate,Adequate,Minor,Minor,Not Present,Not Observed,Not Observed,Not Observed,Not Observed,Not Observed,Yes,Fair,Not Listed,Not Listed,No,Yes,Fair,Yes,No,No,No,No,Replace,Moderate,Moderate,Moderate,Not Present,Not Present,Moderate,Moderate,Minor,Moderate,Poor,Not Researched,No,Yes,Yes,Poor,Yes,5/24/16,Phase 3,Elementary School,Pre-K to 1,Pre-K to 3,Pre-K to 5,,,,,,,,Poor,Fair,Poor,Poor,Poor,Fair,Fair,Fair,Fair,Poor,Poor,Poor,Poor,Poor,Yes,No,No,No,No,Yes,Yes,Elementary: Pre-K to 6,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Deficient,Poor,Deficient,Deficient,Poor,,,Fair,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
